name,category,availability,status,primary_url,description
FacTool,Hallucination Detection and Factuality,open-source,active,https://github.com/GAIR-NLP/factool,"FacTool performs tool-augmented factuality detection across knowledge-based QA, code, math, and scientific review."
TruthfulQA,Hallucination Detection and Factuality,open-source,active,https://github.com/sylinrl/TruthfulQA,TruthfulQA is a benchmark measuring whether models reproduce common human falsehoods. Paper
HaluEval,Hallucination Detection and Factuality,open-source,active,https://github.com/RUCAIBox/HaluEval,HaluEval is a large-scale hallucination evaluation benchmark with 35K samples.
HaluBench,Hallucination Detection and Factuality,open-source,active,https://huggingface.co/datasets/PatronusAI/HaluBench,"HaluBench, from Patronus AI, is a hallucination evaluation benchmark of 15K real-world RAG samples spanning finance and medicine."
FACTS Grounding,Hallucination Detection and Factuality,commercial,active,https://www.kaggle.com/facts-leaderboard,"FACTS Grounding, from Google DeepMind, is a benchmark and leaderboard for grounding quality in long-form responses."
SimpleQA,Hallucination Detection and Factuality,open-source,active,https://github.com/openai/simple-evals,"SimpleQA, from OpenAI, benchmarks short-form factuality and serves as a useful hallucination-rate probe. Paper"
G-Eval,LLM-as-a-Judge Models and Libraries,open-source,active,https://arxiv.org/abs/2303.16634,"G-Eval is a chain-of-thought, form-filling LLM-judging algorithm (Liu et al., 2023); production implementations are available in DeepEval and other frameworks, letting you define custom criteria in plain language."
Prometheus 2,LLM-as-a-Judge Models and Libraries,open-weights,active,https://github.com/prometheus-eval/prometheus-eval,"Prometheus 2 is a family of open judge language models specialized in fine-grained, rubric-based evaluation of other models. Paper"
Glider,LLM-as-a-Judge Models and Libraries,open-weights,active,https://huggingface.co/PatronusAI/glider,"Glider, from Patronus AI, is a 3.8B-parameter explainable rubric-based judge model with span-level highlights."
Atla Selene,LLM-as-a-Judge Models and Libraries,open-weights,active,https://huggingface.co/AtlaAI/Selene-1-Mini-Llama-3.1-8B,"Selene, from Atla, is a small judge model family purpose-trained for evaluation tasks."
JudgeLM,LLM-as-a-Judge Models and Libraries,open-source,active,https://github.com/baaivision/JudgeLM,"JudgeLM, from BAAI, provides fine-tuned, scalable judge models for open-ended benchmarks."
Verdict,LLM-as-a-Judge Models and Libraries,open-source,active,https://github.com/haizelabs/verdict,"Verdict, from Haize Labs, is a declarative library for building compound LLM-judge systems: ensembles, debates, and verification chains."
judges,LLM-as-a-Judge Models and Libraries,open-source,active,https://github.com/quotient-ai/judges,"judges, from Quotient AI, is a small library of curated, research-backed judge prompts."
autoevals,LLM-as-a-Judge Models and Libraries,open-source,active,https://github.com/braintrustdata/autoevals,"autoevals, from Braintrust, is a library of automatic evaluators (factuality, closed-QA, RAG scorers) for LLM outputs."
PandaLM,LLM-as-a-Judge Models and Libraries,open-source,active,https://github.com/WeOpenML/PandaLM,PandaLM is a reproducible judge model for pairwise LLM comparison.
Flow Judge,LLM-as-a-Judge Models and Libraries,open-weights,active,https://github.com/flowaicom/flow-judge,"Flow Judge, from Flow AI, is a compact 3.8B-parameter open evaluator model for customizable rubric evaluation."
RewardBench,Judge and Reward Model Meta-Evaluation,open-source,active,https://github.com/allenai/reward-bench,"RewardBench, from AI2, was the first benchmark for evaluating reward models; RewardBench 2 extends it with harder, unseen human prompts."
JudgeBench,Judge and Reward Model Meta-Evaluation,open-source,active,https://github.com/ScalerLab/JudgeBench,"JudgeBench evaluates LLM-based judges on challenging response pairs spanning knowledge, reasoning, math, and coding."
RM-Bench,Judge and Reward Model Meta-Evaluation,open-source,active,https://github.com/THU-KEG/RM-Bench,RM-Bench evaluates reward models' sensitivity to subtle content changes and resistance to style bias.
LLMBar,Judge and Reward Model Meta-Evaluation,open-source,active,https://github.com/princeton-nlp/LLMBar,"LLMBar, from Princeton NLP, is a meta-evaluation benchmark testing whether LLM evaluators can detect instruction-following correctly against adversarial distractors."
LM-Polygraph,Uncertainty and Calibration,open-source,active,https://github.com/IINemo/lm-polygraph,LM-Polygraph implements a broad suite of uncertainty-quantification methods for LLM outputs with a unified benchmark.
TruthTorchLM,Uncertainty and Calibration,open-source,active,https://github.com/Ybakman/TruthTorchLM,TruthTorchLM is an open-source library of truthfulness-prediction and uncertainty methods for generative LLMs.
Cleanlab TLM,Uncertainty and Calibration,commercial,active,https://cleanlab.ai/tlm/,Cleanlab's Trustworthy Language Model (TLM) adds real-time trustworthiness and confidence scores to any LLM output.
UQ360,Uncertainty and Calibration,open-source,active,https://github.com/IBM/UQ360,"Uncertainty Quantification 360, from IBM, is a toolkit for quantifying and communicating uncertainty in machine-learning models."
MMLU,General Capability Benchmarks,open-source,active,https://github.com/hendrycks/test,MMLU is a 57-subject multiple-choice knowledge benchmark that served for years as the default capability probe. Paper
MMLU-Pro,General Capability Benchmarks,open-source,active,https://github.com/TIGER-AI-Lab/MMLU-Pro,"MMLU-Pro is a harder, more robust successor to MMLU with 10 answer choices and more reasoning-heavy questions."
GPQA,General Capability Benchmarks,open-source,active,https://github.com/idavidrein/gpqa,"GPQA is a graduate-level, ""Google-proof"" science QA benchmark written by domain experts. Paper"
Humanity's Last Exam,General Capability Benchmarks,open-source,active,https://github.com/centerforaisafety/hle,"Humanity's Last Exam contains 2,500 extremely difficult expert-written questions across 100+ subjects, designed as a ""final"" closed-ended academic benchmark. Site"
BIG-bench,General Capability Benchmarks,open-source,active,https://github.com/google/BIG-bench,BIG-bench is a collaborative benchmark of 200+ tasks probing model capabilities and limitations; see also BIG-Bench Hard.
GSM8K,General Capability Benchmarks,open-source,active,https://github.com/openai/grade-school-math,"GSM8K is a benchmark of grade-school math word problems, a classic chain-of-thought reasoning test."
MATH,General Capability Benchmarks,open-source,active,https://github.com/hendrycks/math,"MATH contains 12,500 competition mathematics problems."
FrontierMath,General Capability Benchmarks,commercial,active,https://epoch.ai/frontiermath,"FrontierMath, from Epoch AI, is a private benchmark of exceptionally hard, unpublished research-level math problems."
AIME,General Capability Benchmarks,open-source,active,https://maa.org/aime-thresholds-are-available/,"AIME (American Invitational Mathematics Examination) problems are widely used to test frontier-model math, e.g., via MathArena."
IFEval,General Capability Benchmarks,open-source,active,https://github.com/google-research/google-research/tree/master/instruction_following_eval,"IFEval tests verifiable instruction following (e.g., ""answer in exactly 3 paragraphs""). Paper"
MT-Bench,General Capability Benchmarks,open-source,active,https://github.com/lm-sys/FastChat/tree/main/fastchat/llm_judge,"MT-Bench is a multi-turn conversation benchmark scored by LLM judges, introduced alongside Chatbot Arena. Paper"
Arena-Hard,General Capability Benchmarks,open-source,active,https://github.com/lmarena/arena-hard-auto,"Arena-Hard is an automatic benchmark built from challenging live Arena prompts, with high correlation to human preference rankings."
LiveBench,General Capability Benchmarks,open-source,active,https://github.com/LiveBench/LiveBench,LiveBench is a contamination-resistant benchmark with monthly-refreshed questions and objective scoring.
ARC-AGI,General Capability Benchmarks,open-source,active,https://github.com/fchollet/ARC-AGI,ARC-AGI is François Chollet's abstraction-and-reasoning corpus and the basis of the ARC Prize.
SimpleBench,General Capability Benchmarks,open-source,active,https://simple-bench.com,SimpleBench is a trick-question benchmark on which average humans still outperform frontier models.
EQ-Bench,General Capability Benchmarks,open-source,active,https://github.com/EQ-bench/EQ-Bench,EQ-Bench benchmarks emotional intelligence and creative writing in LLMs.
HellaSwag,General Capability Benchmarks,open-source,active,https://github.com/rowanz/hellaswag,HellaSwag is a classic commonsense-reasoning benchmark using adversarially filtered sentence completions.
WinoGrande,General Capability Benchmarks,open-source,active,https://github.com/allenai/winogrande,WinoGrande is a large-scale Winograd-schema-style benchmark for commonsense pronoun resolution.
ARC (AI2 Reasoning Challenge),General Capability Benchmarks,open-source,active,https://allenai.org/data/arc,"ARC is AI2's grade-school science question benchmark, still common in base-model reports."
Decision Bench,General Capability Benchmarks,open-source,active,https://github.com/atlanai/decision-bench,"Decision Bench evaluates bounded model decisions such as routing, tool selection, and classification, reporting accuracy, calibration, latency, and cost on a frozen public-source corpus with published per-row predictions; the code is MIT-licensed and corpus materials retain their source terms. Leaderboard."
SWE-bench,Coding Benchmarks,open-source,active,https://github.com/SWE-bench/SWE-bench,"SWE-bench requires resolving real GitHub issues in real repositories and is the standard agentic coding benchmark, with Lite, Verified, and Multimodal variants. Paper"
HumanEval,Coding Benchmarks,open-source,active,https://github.com/openai/human-eval,"HumanEval, from OpenAI, contains 164 hand-written function-synthesis problems and originated the pass@k code metric."
MBPP,Coding Benchmarks,open-source,active,https://github.com/google-research/google-research/tree/master/mbpp,"MBPP, from Google Research, contains roughly 1,000 crowd-sourced entry-level Python problems."
EvalPlus,Coding Benchmarks,open-source,active,https://github.com/evalplus/evalplus,EvalPlus re-evaluates HumanEval and MBPP with 80×/35× more tests (HumanEval+ and MBPP+).
BigCodeBench,Coding Benchmarks,open-source,active,https://github.com/bigcode-project/bigcodebench,"BigCodeBench tests practical, tool-using code generation with rich function calls and branch coverage."
LiveCodeBench,Coding Benchmarks,open-source,active,https://github.com/LiveCodeBench/LiveCodeBench,"LiveCodeBench is a contamination-aware code benchmark continuously updated from LeetCode, AtCoder, and Codeforces problems."
Aider Polyglot,Coding Benchmarks,open-source,active,https://aider.chat/docs/leaderboards/,The Aider Polyglot benchmark tests code editing across 225 hard Exercism problems in six languages.
Terminal-Bench,Coding Benchmarks,open-source,active,https://github.com/laude-institute/terminal-bench,"Terminal-Bench evaluates agents on real tasks in a terminal environment: builds, system administration, and data wrangling."
SWE-Lancer,Coding Benchmarks,open-source,active,https://github.com/openai/SWELancer-Benchmark,"SWE-Lancer, from OpenAI, benchmarks 1,400+ real freelance software engineering tasks with a combined task value of $1M USD."
CodeElo,Coding Benchmarks,open-source,active,https://codeelo-bench.github.io,CodeElo benchmarks competition-level code generation with human-comparable Elo ratings from Codeforces.
SciCode,Coding Benchmarks,open-source,active,https://github.com/scicode-bench/SciCode,SciCode is a research-level benchmark of coding problems drawn from real scientific research workflows.
GAIA,Agent Benchmarks,open-source,active,https://huggingface.co/datasets/gaia-benchmark/GAIA,"GAIA contains 466 real-world assistant questions requiring reasoning, browsing, and tool use. Paper"
tau-bench,Agent Benchmarks,open-source,active,https://github.com/sierra-research/tau-bench,"tau-bench (τ-bench), from Sierra, benchmarks tool-using agents that interact with simulated users under domain policies (retail, airline)."
tau2-bench,Agent Benchmarks,open-source,active,https://github.com/sierra-research/tau2-bench,tau2-bench (τ²-bench) extends tau-bench with a dual-control telecom environment where both agent and simulated user act on shared state.
AgentBench,Agent Benchmarks,open-source,active,https://github.com/THUDM/AgentBench,"AgentBench is a comprehensive multi-environment benchmark for LLMs acting as agents across OS, database, web, and game environments."
OSWorld,Agent Benchmarks,open-source,active,https://github.com/xlang-ai/OSWorld,OSWorld benchmarks multimodal agents on real computer-use tasks in real operating systems.
AppWorld,Agent Benchmarks,open-source,active,https://github.com/StonyBrookNLP/appworld,AppWorld is a controllable world of nine simulated apps and 457 APIs for benchmarking interactive coding agents on complex everyday tasks.
WebArena,Agent Benchmarks,open-source,active,https://github.com/web-arena-x/webarena,"WebArena is a realistic, reproducible, self-hosted web environment for autonomous agents; VisualWebArena extends it to visual tasks."
Mind2Web,Agent Benchmarks,open-source,active,https://github.com/OSU-NLP-Group/Mind2Web,Mind2Web is a dataset and benchmark for generalist web agents across 137 real websites.
BrowserGym,Agent Benchmarks,open-source,active,https://github.com/ServiceNow/BrowserGym,"BrowserGym, from ServiceNow, is a gym environment unifying WebArena, MiniWoB++, WorkArena, and more for web-agent evaluation."
BFCL,Agent Benchmarks,open-source,active,https://gorilla.cs.berkeley.edu/leaderboard.html,The Berkeley Function-Calling Leaderboard (BFCL) is the standard benchmark for tool/function-calling accuracy. GitHub
MCPMark,Agent Benchmarks,open-source,active,https://github.com/eval-sys/mcpmark,MCPMark is a stress-testing benchmark for agent capabilities in realistic Model Context Protocol (MCP) environments.
BrowseComp,Agent Benchmarks,open-source,active,https://github.com/openai/simple-evals,"BrowseComp, from OpenAI, benchmarks browsing agents on hard-to-find, entangled information-seeking tasks."
TheAgentCompany,Agent Benchmarks,open-source,active,https://github.com/TheAgentCompany/TheAgentCompany,TheAgentCompany benchmarks LLM agents on consequential real-world professional tasks in a simulated software company.
RE-Bench,Agent Benchmarks,open-source,active,https://github.com/METR/ai-rd-tasks,"RE-Bench, from METR, evaluates frontier AI R&D capabilities of agents against human experts on realistic research-engineering tasks."
AgentHarm,Agent Benchmarks,open-source,active,https://huggingface.co/datasets/ai-safety-institute/AgentHarm,"AgentHarm, from the UK AI Security Institute, measures harmfulness of LLM agents on multi-step malicious tasks."
MLE-bench,Agent Benchmarks,open-source,active,https://github.com/openai/mle-bench,"MLE-bench, from OpenAI, benchmarks agents on Kaggle-style machine-learning engineering tasks."
PaperBench,Agent Benchmarks,open-source,active,https://github.com/openai/preparedness,"PaperBench, from OpenAI, evaluates agents on replicating state-of-the-art AI research papers."
MiniWoB++,Agent Benchmarks,open-source,active,https://github.com/Farama-Foundation/miniwob-plusplus,MiniWoB++ contains 100+ small web-interaction tasks and remains the classic web-agent testbed.
ClawBench,Agent Benchmarks,open-source,active,https://github.com/TIGER-AI-Lab/ClawBench,"ClawBench is an open-source benchmark framework for end-to-end browser-agent tasks on live websites, with isolated runs and replayable five-layer traces. Paper"
AILuminate,Safety and Alignment Benchmarks,open-source,active,https://mlcommons.org/ailuminate/,"AILuminate, from MLCommons, grades systems across 12 hazard categories and is developed by an industry consortium."
HarmBench,Safety and Alignment Benchmarks,open-source,active,https://github.com/centerforaisafety/HarmBench,HarmBench provides standardized red-teaming and refusal-robustness evaluation.
DecodingTrust,Safety and Alignment Benchmarks,open-source,active,https://github.com/AI-secure/DecodingTrust,"DecodingTrust is a comprehensive trustworthiness assessment covering toxicity, stereotype bias, robustness, privacy, ethics, and fairness (NeurIPS 2023 Outstanding Paper)."
SORRY-Bench,Safety and Alignment Benchmarks,open-source,active,https://github.com/SORRY-Bench/sorry-bench,SORRY-Bench systematically evaluates refusal behavior across 45 unsafe topic categories.
XSTest,Safety and Alignment Benchmarks,open-source,active,https://github.com/paul-rottger/xstest,XSTest tests exaggerated safety (over-refusal) using safe prompts that superficially look unsafe.
StrongREJECT,Safety and Alignment Benchmarks,open-source,active,https://github.com/alexandrasouly/strongreject,StrongREJECT is a rigorous benchmark for measuring jailbreak effectiveness.
Do-Not-Answer,Safety and Alignment Benchmarks,open-source,active,https://github.com/Libr-AI/do-not-answer,"Do-Not-Answer collects questions responsible models should refuse, for evaluating safeguards."
WildGuard,Safety and Alignment Benchmarks,open-weights,active,https://github.com/allenai/wildguard,"WildGuard, from AI2, is an open moderation model for prompt harmfulness, response harmfulness, and refusal detection."
TrustLLM,Safety and Alignment Benchmarks,open-source,active,https://github.com/HowieHwong/TrustLLM,"TrustLLM benchmarks trustworthiness across truthfulness, safety, fairness, robustness, privacy, and machine ethics."
BBQ,Safety and Alignment Benchmarks,open-source,active,https://github.com/nyu-mll/BBQ,BBQ (Bias Benchmark for QA) measures social bias across nine demographic dimensions.
ToxiGen,Safety and Alignment Benchmarks,open-source,active,https://github.com/microsoft/TOXIGEN,"ToxiGen, from Microsoft, is a large-scale dataset for implicit and adversarial hate-speech detection across 13 minority groups."
SafetyBench,Safety and Alignment Benchmarks,open-source,active,https://github.com/thu-coai/SafetyBench,SafetyBench is a multiple-choice LLM safety evaluation in English and Chinese.
sycophancy-eval,Safety and Alignment Benchmarks,open-source,active,https://github.com/meg-tong/sycophancy-eval,"sycophancy-eval contains the evaluations from Anthropic's paper ""Towards Understanding Sycophancy in Language Models""."
Global MMLU,Multilingual Evaluation,open-source,active,https://huggingface.co/datasets/CohereLabs/Global-MMLU,"Global MMLU, from Cohere Labs, is a culturally aware version of MMLU professionally translated and verified across 42 languages."
Belebele,Multilingual Evaluation,open-source,active,https://github.com/facebookresearch/belebele,"Belebele, from Meta, is a machine-reading-comprehension benchmark spanning 122 language variants."
MGSM,Multilingual Evaluation,open-source,active,https://huggingface.co/datasets/juletxara/mgsm,MGSM (Multilingual Grade School Math) translates GSM8K problems into 10 typologically diverse languages.
FLORES-200,Multilingual Evaluation,open-source,active,https://github.com/facebookresearch/flores,"FLORES-200, from Meta, is the standard machine-translation evaluation benchmark covering 200 languages."
INCLUDE,Multilingual Evaluation,open-source,active,https://huggingface.co/datasets/CohereLabs/include-base-44,"INCLUDE is a regional-knowledge benchmark built from native exam sources in 44 languages, testing knowledge in original cultural contexts."
C-Eval,Multilingual Evaluation,open-source,active,https://github.com/hkust-nlp/ceval,"C-Eval is a comprehensive Chinese evaluation suite of 13,948 multiple-choice questions across 52 disciplines."
CMMLU,Multilingual Evaluation,open-source,active,https://github.com/haonan-li/CMMLU,"CMMLU measures Chinese language and cultural knowledge across 67 subjects, including China-specific topics."
HealthBench,Domain-Specific Benchmarks,open-source,active,https://github.com/openai/simple-evals,"HealthBench, from OpenAI, evaluates health-related conversations using 5,000 realistic dialogues scored against physician-written rubrics."
LegalBench,Domain-Specific Benchmarks,open-source,active,https://github.com/HazyResearch/legalbench,LegalBench is a collaboratively built benchmark of 162 legal-reasoning tasks designed with legal professionals.
FinanceBench,Domain-Specific Benchmarks,open-source,active,https://github.com/patronus-ai/financebench,"FinanceBench, from Patronus AI, tests open-book financial question answering over real filings."
MedQA,Domain-Specific Benchmarks,open-source,active,https://github.com/jind11/MedQA,MedQA tests medical knowledge with USMLE-style board exam questions.
FinBen,Domain-Specific Benchmarks,open-source,active,https://github.com/The-FinAI/FinBen,FinBen is an extensive open benchmark suite for financial LLM evaluation across dozens of tasks.
Vals AI,Domain-Specific Benchmarks,commercial,active,https://www.vals.ai,"Vals AI runs industry-specific model evaluations (legal, finance, medical, tax) on private datasets and publishes leaderboards."
Needle In A Haystack,Long-Context and Memory Evaluation,open-source,active,https://github.com/gkamradt/LLMTest_NeedleInAHaystack,Needle In A Haystack is the original simple retrieval-from-long-context stress test.
RULER,Long-Context and Memory Evaluation,open-source,active,https://github.com/NVIDIA/RULER,"RULER, from NVIDIA, is a synthetic benchmark that reveals a model's _effective_ context length versus its claimed length."
LongBench v2,Long-Context and Memory Evaluation,open-source,active,https://github.com/THUDM/LongBench,LongBench v2 tests realistic long-context reasoning up to 2M words in English and Chinese.
HELMET,Long-Context and Memory Evaluation,open-source,active,https://github.com/princeton-nlp/HELMET,"HELMET, from Princeton, is an application-centric long-context evaluation suite at 128K+ tokens."
∞Bench,Long-Context and Memory Evaluation,open-source,active,https://github.com/OpenBMB/InfiniteBench,∞Bench (InfiniteBench) benchmarks context windows beyond 100K tokens.
LongMemEval,Long-Context and Memory Evaluation,open-source,active,https://github.com/xiaowu0162/LongMemEval,LongMemEval benchmarks long-term interactive memory in chat assistants across five core memory abilities (ICLR 2025).
LoCoMo,Long-Context and Memory Evaluation,open-source,active,https://github.com/snap-research/locomo,"LoCoMo, from Snap Research, evaluates very long-term conversational memory over multi-session dialogues."
lmms-eval,Multimodal and Vision Evaluation,open-source,active,https://github.com/EvolvingLMMs-Lab/lmms-eval,"lmms-eval is a one-for-all evaluation toolkit for large multimodal models across text, image, video, and audio tasks."
VLMEvalKit,Multimodal and Vision Evaluation,open-source,active,https://github.com/open-compass/VLMEvalKit,"VLMEvalKit, from OpenCompass, supports 220+ vision-language models and 80+ multimodal benchmarks."
MMMU,Multimodal and Vision Evaluation,open-source,active,https://github.com/MMMU-Benchmark/MMMU,MMMU is a massive multi-discipline multimodal understanding benchmark at college level. Paper
MMBench,Multimodal and Vision Evaluation,open-source,active,https://github.com/open-compass/MMBench,MMBench provides systematic multimodal capability evaluation using the CircularEval protocol.
MathVista,Multimodal and Vision Evaluation,open-source,active,https://github.com/lupantech/MathVista,MathVista benchmarks mathematical reasoning in visual contexts.
Video-MME,Multimodal and Vision Evaluation,open-source,active,https://github.com/MME-Benchmarks/Video-MME,Video-MME is a comprehensive benchmark for video analysis by multimodal LLMs (CVPR 2025).
ChartQA,Multimodal and Vision Evaluation,open-source,active,https://github.com/vis-nlp/ChartQA,ChartQA tests question answering about charts requiring visual and logical reasoning.
OmniDocBench,Multimodal and Vision Evaluation,open-source,active,https://github.com/opendatalab/OmniDocBench,OmniDocBench is a comprehensive document-parsing evaluation benchmark (CVPR 2025).
VoiceBench,Audio and Generative Media Evaluation,open-source,active,https://github.com/MatthewCYM/VoiceBench,"VoiceBench benchmarks LLM-based voice assistants on speech interactions across knowledge, instruction following, safety, and robustness."
AudioBench,Audio and Generative Media Evaluation,open-source,active,https://github.com/AudioLLMs/AudioBench,"AudioBench is a universal benchmark for audio LLMs covering speech understanding, audio-scene understanding, and voice understanding."
Full-Duplex-Bench,Audio and Generative Media Evaluation,open-source,active,https://github.com/DanielLin94144/Full-Duplex-Bench,"Full-Duplex-Bench evaluates full-duplex spoken dialogue models on turn-taking: pause handling, backchanneling, and interruption."
VBench,Audio and Generative Media Evaluation,open-source,active,https://github.com/Vchitect/VBench,"VBench is a comprehensive benchmark suite for video generative models, decomposing quality into 16 dimensions."
HEIM,Audio and Generative Media Evaluation,open-source,active,https://github.com/stanford-crfm/helm,"HEIM, from Stanford CRFM (part of the HELM family), is a holistic evaluation of text-to-image models."
GenEval,Audio and Generative Media Evaluation,open-source,active,https://github.com/djghosh13/geneval,GenEval is an object-focused framework for evaluating text-to-image alignment.
GuideLLM,Inference Performance and Load Testing,open-source,active,https://github.com/vllm-project/guidellm,"GuideLLM, from the vLLM project, evaluates and optimizes LLM deployments for real-world inference performance under load."
genai-bench,Inference Performance and Load Testing,open-source,active,https://github.com/sgl-project/genai-bench,"genai-bench, from the SGLang project, provides comprehensive token-level performance benchmarking of LLM serving systems."
GenAI-Perf,Inference Performance and Load Testing,open-source,active,https://docs.nvidia.com/deeplearning/triton-inference-server/user-guide/docs/perf_benchmark/genai-perf-README.html,"GenAI-Perf, from NVIDIA, measures TTFT, inter-token latency, tokens per second, and requests per second for generative models served via inference endpoints."
LLMPerf,Inference Performance and Load Testing,open-source,active,https://github.com/ray-project/llmperf,"LLMPerf, from the Ray project, load-tests and validates the performance of LLM APIs."
MLPerf Inference,Inference Performance and Load Testing,open-source,active,https://mlcommons.org/benchmarks/inference/,"MLPerf Inference, from MLCommons, is the industry consortium benchmark for ML and LLM inference performance across hardware and serving stacks."
inference-perf,Inference Performance and Load Testing,open-source,active,https://github.com/kubernetes-sigs/inference-perf,"inference-perf, a Kubernetes SIG project, is a GenAI inference performance benchmarking tool for Kubernetes deployments."
AIPerf,Inference Performance and Load Testing,open-source,active,https://github.com/ai-dynamo/aiperf,"AIPerf, from NVIDIA's Dynamo project, provides comprehensive benchmarking of generative AI serving performance at scale."
LMArena (Chatbot Arena),Leaderboards and Arenas,open-source,active,https://lmarena.ai,LMArena ranks models via crowdsourced pairwise human-preference battles with Elo-style ratings. Paper
Artificial Analysis,Leaderboards and Arenas,commercial,active,https://artificialanalysis.ai,"Artificial Analysis independently benchmarks models and providers on intelligence, price, latency, and throughput."
Open LLM Leaderboard (archived),Leaderboards and Arenas,open-source,active,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,Hugging Face's Open LLM Leaderboard ranked open models until its retirement in 2025; it remains a useful historical archive.
LiveBench,Leaderboards and Arenas,open-source,active,https://livebench.ai,LiveBench maintains a contamination-limited leaderboard with monthly-refreshed questions.
Scale SEAL,Leaderboards and Arenas,commercial,active,https://scale.com/leaderboard,"SEAL, from Scale AI, publishes private, expert-evaluated leaderboards designed to resist overfitting."
Vellum LLM Leaderboard,Leaderboards and Arenas,commercial,active,https://www.vellum.ai/llm-leaderboard,The Vellum LLM Leaderboard aggregates frontier-model comparisons across popular benchmarks.
Epoch AI Benchmarking Hub,Leaderboards and Arenas,open-source,active,https://epoch.ai/benchmarks,Epoch AI's Benchmarking Hub publishes independent evaluations and trend analyses of frontier models over time.
MTEB Leaderboard,Leaderboards and Arenas,open-source,active,https://huggingface.co/spaces/mteb/leaderboard,The MTEB Leaderboard ranks text-embedding models.
BFCL Leaderboard,Leaderboards and Arenas,open-source,active,https://gorilla.cs.berkeley.edu/leaderboard.html,The BFCL Leaderboard ranks models on function/tool-calling accuracy.
SWE-bench Leaderboard,Leaderboards and Arenas,open-source,active,https://www.swebench.com,The official SWE-bench leaderboard tracks agentic coding performance across SWE-bench variants.
ARC Prize Leaderboard,Leaderboards and Arenas,open-source,active,https://arcprize.org/leaderboard,The ARC Prize leaderboard tracks progress on ARC-AGI-1 and ARC-AGI-2.
Aider LLM Leaderboards,Leaderboards and Arenas,open-source,active,https://aider.chat/docs/leaderboards/,Aider's leaderboards rank models on polyglot code editing.
Vectara Hallucination Leaderboard,Leaderboards and Arenas,open-source,active,https://github.com/vectara/hallucination-leaderboard,"The Hughes Hallucination Leaderboard ranks models by hallucination rate when summarizing documents, scored with HHEM."
LLM Decontaminator,Benchmark Contamination and Evaluation Reliability,open-source,active,https://github.com/lm-sys/llm-decontaminator,"LLM Decontaminator, from LMSYS, detects rephrased benchmark samples in training data that string matching misses. Paper"
LiveBench,Benchmark Contamination and Evaluation Reliability,open-source,active,https://github.com/LiveBench/LiveBench,LiveBench limits contamination structurally by releasing new questions monthly.
LiveCodeBench,Benchmark Contamination and Evaluation Reliability,open-source,active,https://github.com/LiveCodeBench/LiveCodeBench,LiveCodeBench tags every problem with a release date so models can be scored only on problems published after their training cutoff.
Adding Error Bars to Evals,Benchmark Contamination and Evaluation Reliability,open-source,active,https://arxiv.org/abs/2411.00640,Anthropic's statistical guidance for reporting confidence intervals and significance in LLM evaluations.
DeepEval Synthesizer,Synthetic Data and Test Set Generation,open-source,active,https://deepeval.com/docs/synthesizer-introduction,"DeepEval's Synthesizer generates synthetic goldens from documents, contexts, or from scratch, with evolution-based complexity control."
Ragas Testset Generation,Synthetic Data and Test Set Generation,open-source,active,https://docs.ragas.io/en/stable/concepts/test_data_generation/,Ragas generates knowledge-graph-based synthetic test sets for RAG pipelines.
YourBench,Synthetic Data and Test Set Generation,open-source,active,https://github.com/huggingface/yourbench,"YourBench, from Hugging Face, generates custom benchmarks from your own documents, cheaply and without contamination."
distilabel,Synthetic Data and Test Set Generation,open-source,active,https://github.com/argilla-io/distilabel,"distilabel, from Argilla, is a framework for synthetic data and AI-feedback pipelines for dataset creation."
DataDreamer,Synthetic Data and Test Set Generation,open-source,active,https://github.com/datadreamer-dev/DataDreamer,DataDreamer is a Python library for synthetic data generation and reproducible LLM workflows.
Meta Synthetic Data Kit,Synthetic Data and Test Set Generation,open-source,active,https://github.com/meta-llama/synthetic-data-kit,"Synthetic Data Kit, from Meta, generates reasoning traces and QA pairs for fine-tuning and evaluation datasets."
NeMo Curator,Synthetic Data and Test Set Generation,open-source,active,https://github.com/NVIDIA-NeMo/Curator,"NeMo Curator, from NVIDIA, is a scalable data curation and synthetic-generation pipeline for training and evaluation corpora."
Gretel,Synthetic Data and Test Set Generation,commercial,active,https://gretel.ai,"Gretel (acquired by NVIDIA) is a general synthetic-data platform for tabular, text, and structured data with privacy guarantees."
Mostly AI,Synthetic Data and Test Set Generation,open-core,active,https://mostly.ai,Mostly AI provides a synthetic-data SDK and platform for privacy-safe tabular and structured data.
Snorkel,Synthetic Data and Test Set Generation,commercial,active,https://snorkel.ai,"Snorkel AI provides programmatic data labeling and curation (Snorkel Flow), including expert-driven LLM evaluation dataset development; it grew out of the open-source Snorkel research project."
Label Studio,Human Annotation and Labeling,open-core,active,https://github.com/HumanSignal/label-studio,"Label Studio is a widely used open-source data labeling tool supporting text, image, audio, video, and LLM response ranking."
Argilla,Human Annotation and Labeling,open-source,active,https://github.com/argilla-io/argilla,"Argilla is a collaboration tool for building high-quality LLM datasets: rating, ranking, and feedback workflows."
Prodigy,Human Annotation and Labeling,commercial,active,https://prodi.gy,"Prodigy, from the spaCy team, is a scriptable annotation tool with model-in-the-loop workflows."
Labelbox,Human Annotation and Labeling,commercial,active,https://labelbox.com,Labelbox combines a labeling platform with managed human evaluation for RLHF and evals.
